% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.736	1	8	74	7	71	20	161	0
0.736	1	15	74	7	12	20	161	1
0.736	1	5	74	7	20	20	161	1
0.737	1	4	74	8	78	20	161	0
0.737	1	12	74	8	82	20	161	0
0.737	1	7	74	8	29	20	161	1
0.737	1	9	74	8	39	20	161	1
0.738	1	1	74	9	87	20	161	0
0.738	1	6	74	9	91	20	161	0
0.738	1	2	74	9	50	20	161	1
0.738	1	11	74	9	58	20	161	1
0.739	1	13	74	10	94	20	161	0
0.739	1	3	74	10	96	20	161	0
0.739	1	10	74	10	63	20	161	1
0.739	1	8	74	10	71	20	161	1
0.74	1	14	75	1	1	20	161	0
0.74	1	15	75	1	12	20	161	0
0.74	1	4	75	1	78	20	161	1
0.74	1	12	75	1	82	20	161	1
0.741	1	5	75	2	20	20	161	0
0.741	1	7	75	2	29	20	161	0
0.741	1	1	75	2	87	20	161	1
0.741	1	6	75	2	91	20	161	1
0.742	1	9	75	3	39	20	161	0
0.742	1	2	75	3	50	20	161	0
0.742	1	13	75	3	94	20	161	1
0.742	1	3	75	3	96	20	161	1
0.743	1	11	75	4	58	20	161	0
0.743	1	10	75	4	63	20	161	0
0.743	1	14	75	4	1	20	161	1
0.743	1	15	75	4	12	20	161	1
0.744	1	8	75	5	71	20	161	0
0.744	1	4	75	5	78	20	161	0
0.744	1	5	75	5	20	20	161	1
0.744	1	7	75	5	29	20	161	1
0.745	1	12	75	6	82	20	161	0
0.745	1	1	75	6	87	20	161	0
0.745	1	9	75	6	39	20	161	1
0.745	1	2	75	6	50	20	161	1
0.746	1	6	75	7	91	20	161	0
0.746	1	13	75	7	94	20	161	0
0.746	1	11	75	7	58	20	161	1
0.746	1	10	75	7	63	20	161	1
0.747	1	3	75	8	96	20	161	0
0.747	1	14	75	8	1	20	161	0
0.747	1	8	75	8	71	20	161	1
0.747	1	4	75	8	78	20	161	1
0.748	1	15	75	9	12	20	161	0
0.748	1	5	75	9	20	20	161	0
0.748	1	12	75	9	82	20	161	1
0.748	1	1	75	9	87	20	161	1
0.749	1	7	75	10	29	20	161	0
0.749	1	9	75	10	39	20	161	0
0.749	1	6	75	10	91	20	161	1
0.749	1	13	75	10	94	20	161	1
0.75	1	2	76	1	50	20	161	0
0.75	1	11	76	1	58	20	161	0
0.75	1	3	76	1	96	20	161	1
0.75	1	14	76	1	1	20	161	1
0.751	1	10	76	2	63	20	161	0
0.751	1	8	76	2	71	20	161	0
0.751	1	15	76	2	12	20	161	1
0.751	1	5	76	2	20	20	161	1
0.752	1	4	76	3	78	20	161	0
0.752	1	12	76	3	82	20	161	0
0.752	1	7	76	3	29	20	161	1
0.752	1	9	76	3	39	20	161	1
0.753	1	1	76	4	87	20	161	0
0.753	1	6	76	4	91	20	161	0
0.753	1	2	76	4	50	20	161	1
0.753	1	11	76	4	58	20	161	1
0.754	1	13	76	5	94	20	161	0
0.754	1	3	76	5	96	20	161	0
0.754	1	10	76	5	63	20	161	1
0.754	1	8	76	5	71	20	161	1
0.755	1	14	76	6	1	20	161	0
0.755	1	15	76	6	12	20	161	0
0.755	1	4	76	6	78	20	161	1
0.755	1	12	76	6	82	20	161	1
0.756	1	5	76	7	20	20	161	0
0.756	1	7	76	7	29	20	161	0
0.756	1	1	76	7	87	20	161	1
0.756	1	6	76	7	91	20	161	1
0.757	1	9	76	8	39	20	161	0
0.757	1	2	76	8	50	20	161	0
0.757	1	13	76	8	94	20	161	1
0.757	1	3	76	8	96	20	161	1
0.758	1	11	76	9	58	20	161	0
0.758	1	10	76	9	63	20	161	0
0.758	1	14	76	9	1	20	161	1
0.758	1	15	76	9	12	20	161	1
0.759	1	8	76	10	71	20	161	0
0.759	1	4	76	10	78	20	161	0
0.759	1	5	76	10	20	20	161	1
0.759	1	7	76	10	29	20	161	1
0.76	1	12	77	1	82	20	161	0
0.76	1	1	77	1	87	20	161	0
0.76	1	9	77	1	39	20	161	1
0.76	1	2	77	1	50	20	161	1
0.761	1	6	77	2	91	20	161	0
0.761	1	13	77	2	94	20	161	0
0.761	1	11	77	2	58	20	161	1
0.761	1	10	77	2	63	20	161	1
0.762	1	3	77	3	96	20	161	0
0.762	1	14	77	3	1	20	161	0
0.762	1	8	77	3	71	20	161	1
0.762	1	4	77	3	78	20	161	1
0.763	1	15	77	4	12	20	161	0
0.763	1	5	77	4	20	20	161	0
0.763	1	12	77	4	82	20	161	1
0.763	1	1	77	4	87	20	161	1
0.764	1	7	77	5	29	20	161	0
0.764	1	9	77	5	39	20	161	0
0.764	1	6	77	5	91	20	161	1
0.764	1	13	77	5	94	20	161	1
0.765	1	2	77	6	50	20	161	0
0.765	1	11	77	6	58	20	161	0
0.765	1	3	77	6	96	20	161	1
0.765	1	14	77	6	1	20	161	1
0.766	1	10	77	7	63	20	161	0
0.766	1	8	77	7	71	20	161	0
0.766	1	15	77	7	12	20	161	1
0.766	1	5	77	7	20	20	161	1
0.767	1	4	77	8	78	20	161	0
0.767	1	12	77	8	82	20	161	0
0.767	1	7	77	8	29	20	161	1
0.767	1	9	77	8	39	20	161	1
0.768	1	1	77	9	87	20	161	0
0.768	1	6	77	9	91	20	161	0
0.768	1	2	77	9	50	20	161	1
0.768	1	11	77	9	58	20	161	1
0.769	1	13	77	10	94	20	161	0
0.769	1	3	77	10	96	20	161	0
0.769	1	10	77	10	63	20	161	1
0.769	1	8	77	10	71	20	161	1
0.77	1	14	78	1	1	20	161	0
0.77	1	15	78	1	12	20	161	0
0.77	1	4	78	1	78	20	161	1
0.77	1	12	78	1	82	20	161	1
0.771	1	5	78	2	20	20	161	0
0.771	1	7	78	2	29	20	161	0
0.771	1	1	78	2	87	20	161	1
0.771	1	6	78	2	91	20	161	1
0.772	1	9	78	3	39	20	161	0
0.772	1	2	78	3	50	20	161	0
0.772	1	13	78	3	94	20	161	1
0.772	1	3	78	3	96	20	161	1
0.773	1	11	78	4	58	20	161	0
0.773	1	10	78	4	63	20	161	0
0.773	1	14	78	4	1	20	161	1
0.773	1	15	78	4	12	20	161	1
0.774	1	8	78	5	71	20	161	0
0.774	1	4	78	5	78	20	161	0
0.774	1	5	78	5	20	20	161	1
0.774	1	7	78	5	29	20	161	1
0.775	1	12	78	6	82	20	161	0
0.775	1	1	78	6	87	20	161	0
0.775	1	9	78	6	39	20	161	1
0.775	1	2	78	6	50	20	161	1
0.776	1	6	78	7	91	20	161	0
0.776	1	13	78	7	94	20	161	0
0.776	1	11	78	7	58	20	161	1
0.776	1	10	78	7	63	20	161	1
0.777	1	3	78	8	96	20	161	0
0.777	1	14	78	8	1	20	161	0
0.777	1	8	78	8	71	20	161	1
0.777	1	4	78	8	78	20	161	1
0.778	1	15	78	9	12	20	161	0
0.778	1	5	78	9	20	20	161	0
0.778	1	12	78	9	82	20	161	1
0.778	1	1	78	9	87	20	161	1
0.779	1	7	78	10	29	20	161	0
0.779	1	9	78	10	39	20	161	0
0.779	1	6	78	10	91	20	161	1
0.779	1	13	78	10	94	20	161	1
0.78	1	2	79	1	50	20	161	0
0.78	1	11	79	1	58	20	161	0
0.78	1	3	79	1	96	20	161	1
0.78	1	14	79	1	1	20	161	1
0.781	1	10	79	2	63	20	161	0
0.781	1	8	79	2	71	20	161	0
0.781	1	15	79	2	12	20	161	1
0.781	1	5	79	2	20	20	161	1
0.782	1	4	79	3	78	20	161	0
0.782	1	12	79	3	82	20	161	0
0.782	1	7	79	3	29	20	161	1
0.782	1	9	79	3	39	20	161	1
0.783	1	1	79	4	87	20	161	0
0.783	1	6	79	4	91	20	161	0
0.783	1	2	79	4	50	20	161	1
0.783	1	11	79	4	58	20	161	1
0.784	1	13	79	5	94	20	161	0
0.784	1	3	79	5	96	20	161	0
0.784	1	10	79	5	63	20	161	1
0.784	1	8	79	5	71	20	161	1
0.785	1	14	79	6	1	20	161	0
0.785	1	15	79	6	12	20	161	0
0.785	1	4	79	6	78	20	161	1
0.785	1	12	79	6	82	20	161	1
0.786	1	5	79	7	20	20	161	0
0.786	1	7	79	7	29	20	161	0
0.786	1	1	79	7	87	20	161	1
0.786	1	6	79	7	91	20	161	1
0.787	1	9	79	8	39	20	161	0
0.787	1	2	79	8	50	20	161	0
0.787	1	13	79	8	94	20	161	1
0.787	1	3	79	8	96	20	161	1
0.788	1	11	79	9	58	20	161	0
0.788	1	10	79	9	63	20	161	0
0.788	1	14	79	9	1	20	161	1
0.788	1	15	79	9	12	20	161	1
0.789	1	8	79	10	71	20	161	0
0.789	1	4	79	10	78	20	161	0
0.789	1	5	79	10	20	20	161	1
0.789	1	7	79	10	29	20	161	1
0.79	1	12	80	1	82	20	161	0
0.79	1	1	80	1	87	20	161	0
0.79	1	9	80	1	39	20	161	1
0.79	1	2	80	1	50	20	161	1
0.791	1	6	80	2	91	20	161	0
0.791	1	13	80	2	94	20	161	0
0.791	1	11	80	2	58	20	161	1
0.791	1	10	80	2	63	20	161	1
0.792	1	3	80	3	96	20	161	0
0.792	1	14	80	3	1	20	161	0
0.792	1	8	80	3	71	20	161	1
0.792	1	4	80	3	78	20	161	1
0.793	1	15	80	4	12	20	161	0
0.793	1	5	80	4	20	20	161	0
0.793	1	12	80	4	82	20	161	1
0.793	1	1	80	4	87	20	161	1
0.794	1	7	80	5	29	20	161	0
0.794	1	9	80	5	39	20	161	0
0.794	1	6	80	5	91	20	161	1
0.794	1	13	80	5	94	20	161	1
0.795	1	2	80	6	50	20	161	0
0.795	1	11	80	6	58	20	161	0
0.795	1	3	80	6	96	20	161	1
0.795	1	14	80	6	1	20	161	1
0.796	1	10	80	7	63	20	161	0
0.796	1	8	80	7	71	20	161	0
0.796	1	15	80	7	12	20	161	1
0.796	1	5	80	7	20	20	161	1
0.797	1	4	80	8	78	20	161	0
0.797	1	12	80	8	82	20	161	0
0.797	1	7	80	8	29	20	161	1
0.797	1	9	80	8	39	20	161	1
0.798	1	1	80	9	87	20	161	0
0.798	1	6	80	9	91	20	161	0
0.798	1	2	80	9	50	20	161	1
0.798	1	11	80	9	58	20	161	1
0.799	1	13	80	10	94	20	161	0
0.799	1	3	80	10	96	20	161	0
0.799	1	10	80	10	63	20	161	1
0.799	1	8	80	10	71	20	161	1
0.8	1	14	81	1	1	20	161	0
0.8	1	15	81	1	12	20	161	0
0.8	1	4	81	1	78	20	161	1
0.8	1	12	81	1	82	20	161	1
0.801	1	5	81	2	20	20	161	0
0.801	1	7	81	2	29	20	161	0
0.801	1	1	81	2	87	20	161	1
0.801	1	6	81	2	91	20	161	1
0.802	1	9	81	3	39	20	161	0
0.802	1	2	81	3	50	20	161	0
0.802	1	13	81	3	94	20	161	1
0.802	1	3	81	3	96	20	161	1
0.803	1	11	81	4	58	20	161	0
0.803	1	10	81	4	63	20	161	0
0.803	1	14	81	4	1	20	161	1
0.803	1	15	81	4	12	20	161	1
0.804	1	8	81	5	71	20	161	0
0.804	1	4	81	5	78	20	161	0
0.804	1	5	81	5	20	20	161	1
0.804	1	7	81	5	29	20	161	1
0.805	1	12	81	6	82	20	161	0
0.805	1	1	81	6	87	20	161	0
0.805	1	9	81	6	39	20	161	1
0.805	1	2	81	6	50	20	161	1
0.806	1	6	81	7	91	20	161	0
0.806	1	13	81	7	94	20	161	0
0.806	1	11	81	7	58	20	161	1
0.806	1	10	81	7	63	20	161	1
0.807	1	3	81	8	96	20	161	0
0.807	1	14	81	8	1	20	161	0
0.807	1	8	81	8	71	20	161	1
0.807	1	4	81	8	78	20	161	1
0.808	1	15	81	9	12	20	161	0
0.808	1	5	81	9	20	20	161	0
0.808	1	12	81	9	82	20	161	1
0.808	1	1	81	9	87	20	161	1
0.809	1	7	81	10	29	20	161	0
0.809	1	9	81	10	39	20	161	0
0.809	1	6	81	10	91	20	161	1
0.809	1	13	81	10	94	20	161	1
0.81	1	2	82	1	50	20	161	0
0.81	1	11	82	1	58	20	161	0
0.81	1	3	82	1	96	20	161	1
0.81	1	14	82	1	1	20	161	1
0.811	1	10	82	2	63	20	161	0
0.811	1	8	82	2	71	20	161	0
0.811	1	15	82	2	12	20	161	1
0.811	1	5	82	2	20	20	161	1
0.812	1	4	82	3	78	20	161	0
0.812	1	12	82	3	82	20	161	0
0.812	1	7	82	3	29	20	161	1
0.812	1	9	82	3	39	20	161	1
0.813	1	1	82	4	87	20	161	0
0.813	1	6	82	4	91	20	161	0
0.813	1	2	82	4	50	20	161	1
0.813	1	11	82	4	58	20	161	1
0.814	1	13	82	5	94	20	161	0
0.814	1	3	82	5	96	20	161	0
0.814	1	10	82	5	63	20	161	1
0.814	1	8	82	5	71	20	161	1
0.815	1	14	82	6	1	20	161	0
0.815	1	15	82	6	12	20	161	0
0.815	1	4	82	6	78	20	161	1
0.815	1	12	82	6	82	20	161	1
0.816	1	5	82	7	20	20	161	0
0.816	1	7	82	7	29	20	161	0
0.816	1	1	82	7	87	20	161	1
0.816	1	6	82	7	91	20	161	1
0.817	1	9	82	8	39	20	161	0
0.817	1	2	82	8	50	20	161	0
0.817	1	13	82	8	94	20	161	1
0.817	1	3	82	8	96	20	161	1
0.818	1	11	82	9	58	20	161	0
0.818	1	10	82	9	63	20	161	0
0.818	1	14	82	9	1	20	161	1
0.818	1	15	82	9	12	20	161	1
0.819	1	8	82	10	71	20	161	0
0.819	1	4	82	10	78	20	161	0
0.819	1	5	82	10	20	20	161	1
0.819	1	7	82	10	29	20	161	1
0.82	1	12	83	1	82	20	161	0
0.82	1	1	83	1	87	20	161	0
0.82	1	9	83	1	39	20	161	1
0.82	1	2	83	1	50	20	161	1
0.821	1	6	83	2	91	20	161	0
0.821	1	13	83	2	94	20	161	0
0.821	1	11	83	2	58	20	161	1
0.821	1	10	83	2	63	20	161	1
0.822	1	3	83	3	96	20	161	0
0.822	1	14	83	3	1	20	161	0
0.822	1	8	83	3	71	20	161	1
0.822	1	4	83	3	78	20	161	1
0.823	1	15	83	4	12	20	161	0
0.823	1	5	83	4	20	20	161	0
0.823	1	12	83	4	82	20	161	1
0.823	1	1	83	4	87	20	161	1
0.824	1	7	83	5	29	20	161	0
0.824	1	9	83	5	39	20	161	0
0.824	1	6	83	5	91	20	161	1
0.824	1	13	83	5	94	20	161	1
0.825	1	2	83	6	50	20	161	0
0.825	1	11	83	6	58	20	161	0
0.825	1	3	83	6	96	20	161	1
0.825	1	14	83	6	1	20	161	1
0.826	1	10	83	7	63	20	161	0
0.826	1	8	83	7	71	20	161	0
0.826	1	15	83	7	12	20	161	1
0.826	1	5	83	7	20	20	161	1
0.827	1	4	83	8	78	20	161	0
0.827	1	12	83	8	82	20	161	0
0.827	1	7	83	8	29	20	161	1
0.827	1	9	83	8	39	20	161	1
0.828	1	1	83	9	87	20	161	0
0.828	1	6	83	9	91	20	161	0
0.828	1	2	83	9	50	20	161	1
0.828	1	11	83	9	58	20	161	1
0.829	1	13	83	10	94	20	161	0
0.829	1	3	83	10	96	20	161	0
0.829	1	10	83	10	63	20	161	1
0.829	1	8	83	10	71	20	161	1
0.83	1	14	84	1	1	20	161	0
0.83	1	15	84	1	12	20	161	0
0.83	1	4	84	1	78	20	161	1
0.83	1	12	84	1	82	20	161	1
0.831	1	5	84	2	20	20	161	0
0.831	1	7	84	2	29	20	161	0
0.831	1	1	84	2	87	20	161	1
0.831	1	6	84	2	91	20	161	1
0.832	1	9	84	3	39	20	161	0
0.832	1	2	84	3	50	20	161	0
0.832	1	13	84	3	94	20	161	1
0.832	1	3	84	3	96	20	161	1
0.833	1	11	84	4	58	20	161	0
0.833	1	10	84	4	63	20	161	0
0.833	1	14	84	4	1	20	161	1
0.833	1	15	84	4	12	20	161	1
0.834	1	8	84	5	71	20	161	0
0.834	1	4	84	5	78	20	161	0
0.834	1	5	84	5	20	20	161	1
0.834	1	7	84	5	29	20	161	1
0.835	1	12	84	6	82	20	161	0
0.835	1	1	84	6	87	20	161	0
0.835	1	9	84	6	39	20	161	1
0.835	1	2	84	6	50	20	161	1
0.836	1	6	84	7	91	20	161	0
0.836	1	13	84	7	94	20	161	0
0.836	1	11	84	7	58	20	161	1
0.836	1	10	84	7	63	20	161	1
0.837	1	3	84	8	96	20	161	0
0.837	1	14	84	8	1	20	161	0
0.837	1	8	84	8	71	20	161	1
0.837	1	4	84	8	78	20	161	1
0.838	1	15	84	9	12	20	161	0
0.838	1	5	84	9	20	20	161	0
0.838	1	12	84	9	82	20	161	1
0.838	1	1	84	9	87	20	161	1
0.839	1	7	84	10	29	20	161	0
0.839	1	9	84	10	39	20	161	0
0.839	1	6	84	10	91	20	161	1
0.839	1	13	84	10	94	20	161	1
0.84	1	2	85	1	50	20	161	0
0.84	1	11	85	1	58	20	161	0
0.84	1	3	85	1	96	20	161	1
0.84	1	14	85	1	1	20	161	1
0.841	1	10	85	2	63	20	161	0
0.841	1	8	85	2	71	20	161	0
0.841	1	15	85	2	12	20	161	1
0.841	1	5	85	2	20	20	161	1
0.842	1	4	85	3	78	20	161	0
0.842	1	12	85	3	82	20	161	0
0.842	1	7	85	3	29	20	161	1
0.842	1	9	85	3	39	20	161	1
0.843	1	1	85	4	87	20	161	0
0.843	1	6	85	4	91	20	161	0
0.843	1	2	85	4	50	20	161	1
0.843	1	11	85	4	58	20	161	1
0.844	1	13	85	5	94	20	161	0
0.844	1	3	85	5	96	20	161	0
0.844	1	10	85	5	63	20	161	1
0.844	1	8	85	5	71	20	161	1
0.845	1	14	85	6	1	20	161	0
0.845	1	15	85	6	12	20	161	0
0.845	1	4	85	6	78	20	161	1
0.845	1	12	85	6	82	20	161	1
0.846	1	5	85	7	20	20	161	0
0.846	1	7	85	7	29	20	161	0
0.846	1	1	85	7	87	20	161	1
0.846	1	6	85	7	91	20	161	1
0.847	1	9	85	8	39	20	161	0
0.847	1	2	85	8	50	20	161	0
0.847	1	13	85	8	94	20	161	1
0.847	1	3	85	8	96	20	161	1
0.848	1	11	85	9	58	20	161	0
0.848	1	10	85	9	63	20	161	0
0.848	1	14	85	9	1	20	161	1
0.848	1	15	85	9	12	20	161	1
0.849	1	8	85	10	71	20	161	0
0.849	1	4	85	10	78	20	161	0
0.849	1	5	85	10	20	20	161	1
0.849	1	7	85	10	29	20	161	1
0.85	1	12	86	1	82	20	161	0
0.85	1	1	86	1	87	20	161	0
0.85	1	9	86	1	39	20	161	1
0.85	1	2	86	1	50	20	161	1
0.851	1	6	86	2	91	20	161	0
0.851	1	13	86	2	94	20	161	0
0.851	1	11	86	2	58	20	161	1
0.851	1	10	86	2	63	20	161	1
0.852	1	3	86	3	96	20	161	0
0.852	1	14	86	3	1	20	161	0
0.852	1	8	86	3	71	20	161	1
0.852	1	4	86	3	78	20	161	1
0.853	1	15	86	4	12	20	161	0
0.853	1	5	86	4	20	20	161	0
0.853	1	12	86	4	82	20	161	1
0.853	1	1	86	4	87	20	161	1
0.854	1	7	86	5	29	20	161	0
0.854	1	9	86	5	39	20	161	0
0.854	1	6	86	5	91	20	161	1
0.854	1	13	86	5	94	20	161	1
0.855	1	2	86	6	50	20	161	0
0.855	1	11	86	6	58	20	161	0
0.855	1	3	86	6	96	20	161	1
0.855	1	14	86	6	1	20	161	1
0.856	1	10	86	7	63	20	161	0
0.856	1	8	86	7	71	20	161	0
0.856	1	15	86	7	12	20	161	1
0.856	1	5	86	7	20	20	161	1
0.857	1	4	86	8	78	20	161	0
0.857	1	12	86	8	82	20	161	0
0.857	1	7	86	8	29	20	161	1
0.857	1	9	86	8	39	20	161	1
0.858	1	1	86	9	87	20	161	0
0.858	1	6	86	9	91	20	161	0
0.858	1	2	86	9	50	20	161	1
0.858	1	11	86	9	58	20	161	1
0.859	1	13	86	10	94	20	161	0
0.859	1	3	86	10	96	20	161	0
0.859	1	10	86	10	63	20	161	1
0.859	1	8	86	10	71	20	161	1
0.86	1	14	87	1	1	20	161	0
0.86	1	15	87	1	12	20	161	0
0.86	1	4	87	1	78	20	161	1
0.86	1	12	87	1	82	20	161	1
0.861	1	5	87	2	20	20	161	0
0.861	1	7	87	2	29	20	161	0
0.861	1	1	87	2	87	20	161	1
0.861	1	6	87	2	91	20	161	1
0.862	1	9	87	3	39	20	161	0
0.862	1	2	87	3	50	20	161	0
0.862	1	13	87	3	94	20	161	1
0.862	1	3	87	3	96	20	161	1
0.863	1	11	87	4	58	20	161	0
0.863	1	10	87	4	63	20	161	0
0.863	1	14	87	4	1	20	161	1
0.863	1	15	87	4	12	20	161	1
0.864	1	8	87	5	71	20	161	0
0.864	1	4	87	5	78	20	161	0
0.864	1	5	87	5	20	20	161	1
0.864	1	7	87	5	29	20	161	1
0.865	1	12	87	6	82	20	161	0
0.865	1	1	87	6	87	20	161	0
0.865	1	9	87	6	39	20	161	1
0.865	1	2	87	6	50	20	161	1
0.866	1	6	87	7	91	20	161	0
0.866	1	13	87	7	94	20	161	0
0.866	1	11	87	7	58	20	161	1
0.866	1	10	87	7	63	20	161	1
0.867	1	3	87	8	96	20	161	0
0.867	1	14	87	8	1	20	161	0
0.867	1	8	87	8	71	20	161	1
0.867	1	4	87	8	78	20	161	1
0.868	1	15	87	9	12	20	161	0
0.868	1	5	87	9	20	20	161	0
0.868	1	12	87	9	82	20	161	1
0.868	1	1	87	9	87	20	161	1
0.869	1	7	87	10	29	20	161	0
0.869	1	9	87	10	39	20	161	0
0.869	1	6	87	10	91	20	161	1
0.869	1	13	87	10	94	20	161	1
0.87	1	2	88	1	50	20	161	0
0.87	1	11	88	1	58	20	161	0
0.87	1	3	88	1	96	20	161	1
0.87	1	14	88	1	1	20	161	1
0.871	1	10	88	2	63	20	161	0
0.871	1	8	88	2	71	20	161	0
0.871	1	15	88	2	12	20	161	1
0.871	1	5	88	2	20	20	161	1
0.872	1	4	88	3	78	20	161	0
0.872	1	12	88	3	82	20	161	0
0.872	1	7	88	3	29	20	161	1
0.872	1	9	88	3	39	20	161	1
0.873	1	1	88	4	87	20	161	0
0.873	1	6	88	4	91	20	161	0
0.873	1	2	88	4	50	20	161	1
0.873	1	11	88	4	58	20	161	1
0.874	1	13	88	5	94	20	161	0
0.874	1	3	88	5	96	20	161	0
0.874	1	10	88	5	63	20	161	1
0.874	1	8	88	5	71	20	161	1
0.875	1	14	88	6	1	20	161	0
0.875	1	15	88	6	12	20	161	0
0.875	1	4	88	6	78	20	161	1
0.875	1	12	88	6	82	20	161	1
0.876	1	5	88	7	20	20	161	0
0.876	1	7	88	7	29	20	161	0
0.876	1	1	88	7	87	20	161	1
0.876	1	6	88	7	91	20	161	1
0.877	1	9	88	8	39	20	161	0
0.877	1	2	88	8	50	20	161	0
0.877	1	13	88	8	94	20	161	1
0.877	1	3	88	8	96	20	161	1
0.878	1	11	88	9	58	20	161	0
0.878	1	10	88	9	63	20	161	0
0.878	1	14	88	9	1	20	161	1
0.878	1	15	88	9	12	20	161	1
0.879	1	8	88	10	71	20	161	0
0.879	1	4	88	10	78	20	161	0
0.879	1	5	88	10	20	20	161	1
0.879	1	7	88	10	29	20	161	1
0.88	1	12	89	1	82	20	161	0
0.88	1	1	89	1	87	20	161	0
0.88	1	9	89	1	39	20	161	1
0.88	1	2	89	1	50	20	161	1
0.881	1	6	89	2	91	20	161	0
0.881	1	13	89	2	94	20	161	0
0.881	1	11	89	2	58	20	161	1
0.881	1	10	89	2	63	20	161	1
0.882	1	3	89	3	96	20	161	0
0.882	1	14	89	3	1	20	161	0
0.882	1	8	89	3	71	20	161	1
0.882	1	4	89	3	78	20	161	1
0.883	1	15	89	4	12	20	161	0
0.883	1	5	89	4	20	20	161	0
0.883	1	12	89	4	82	20	161	1
0.883	1	1	89	4	87	20	161	1
0.884	1	7	89	5	29	20	161	0
0.884	1	9	89	5	39	20	161	0
0.884	1	6	89	5	91	20	161	1
0.884	1	13	89	5	94	20	161	1
0.885	1	2	89	6	50	20	161	0
0.885	1	11	89	6	58	20	161	0
0.885	1	3	89	6	96	20	161	1
0.885	1	14	89	6	1	20	161	1
0.886	1	10	89	7	63	20	161	0
0.886	1	8	89	7	71	20	161	0
0.886	1	15	89	7	12	20	161	1
0.886	1	5	89	7	20	20	161	1
0.887	1	4	89	8	78	20	161	0
0.887	1	12	89	8	82	20	161	0
0.887	1	7	89	8	29	20	161	1
0.887	1	9	89	8	39	20	161	1
0.888	1	1	89	9	87	20	161	0
0.888	1	6	89	9	91	20	161	0
0.888	1	2	89	9	50	20	161	1
0.888	1	11	89	9	58	20	161	1
0.889	1	13	89	10	94	20	161	0
0.889	1	3	89	10	96	20	161	0
0.889	1	10	89	10	63	20	161	1
0.889	1	8	89	10	71	20	161	1
0.89	1	14	90	1	1	20	161	0
0.89	1	15	90	1	12	20	161	0
0.89	1	4	90	1	78	20	161	1
0.89	1	12	90	1	82	20	161	1
0.891	1	5	90	2	20	20	161	0
0.891	1	7	90	2	29	20	161	0
0.891	1	1	90	2	87	20	161	1
0.891	1	6	90	2	91	20	161	1
0.892	1	9	90	3	39	20	161	0
0.892	1	2	90	3	50	20	161	0
0.892	1	13	90	3	94	20	161	1
0.892	1	3	90	3	96	20	161	1
0.893	1	11	90	4	58	20	161	0
0.893	1	10	90	4	63	20	161	0
0.893	1	14	90	4	1	20	161	1
0.893	1	15	90	4	12	20	161	1
0.894	1	8	90	5	71	20	161	0
0.894	1	4	90	5	78	20	161	0
0.894	1	5	90	5	20	20	161	1
0.894	1	7	90	5	29	20	161	1
0.895	1	12	90	6	82	20	161	0
0.895	1	1	90	6	87	20	161	0
0.895	1	9	90	6	39	20	161	1
0.895	1	2	90	6	50	20	161	1
0.896	1	6	90	7	91	20	161	0
0.896	1	13	90	7	94	20	161	0
0.896	1	11	90	7	58	20	161	1
0.896	1	10	90	7	63	20	161	1
0.897	1	3	90	8	96	20	161	0
0.897	1	14	90	8	1	20	161	0
0.897	1	8	90	8	71	20	161	1
0.897	1	4	90	8	78	20	161	1
0.898	1	15	90	9	12	20	161	0
0.898	1	5	90	9	20	20	161	0
0.898	1	12	90	9	82	20	161	1
0.898	1	1	90	9	87	20	161	1
0.899	1	7	90	10	29	20	161	0
0.899	1	9	90	10	39	20	161	0
0.899	1	6	90	10	91	20	161	1
0.899	1	13	90	10	94	20	161	1
