% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
219	1	6	91	0	20	161	0	1	0
219	1	1	87	0	20	161	0	1	0
219	2	11	58	0	20	161	0	1	1
219	2	2	50	0	20	161	0	1	1
220	1	3	96	0	20	161	0	1	0
220	1	13	94	0	20	161	0	1	0
220	2	10	63	0	20	161	0	1	1
220	2	8	71	0	20	161	0	1	1
221	1	15	12	0	20	161	0	1	0
221	1	14	1	0	20	161	0	1	0
221	2	12	82	0	20	161	0	1	1
221	2	4	78	0	20	161	0	1	1
222	1	7	29	0	20	161	0	1	0
222	1	5	20	0	20	161	0	1	0
222	2	1	87	0	20	161	0	1	1
222	2	6	91	0	20	161	0	1	1
223	1	2	50	0	20	161	0	1	0
223	1	9	39	0	20	161	0	1	0
223	2	3	96	0	20	161	0	1	1
223	2	13	94	0	20	161	0	1	1
224	1	10	63	0	20	161	0	1	0
224	1	11	58	0	20	161	0	1	0
224	2	14	1	0	20	161	0	1	1
224	2	15	12	0	20	161	0	1	1
225	1	8	71	0	20	161	0	1	0
225	1	4	78	0	20	161	0	1	0
225	2	7	29	0	20	161	0	1	1
225	2	5	20	0	20	161	0	1	1
226	1	1	87	0	20	161	0	1	0
226	1	12	82	0	20	161	0	1	0
226	2	9	39	0	20	161	0	1	1
226	2	2	50	0	20	161	0	1	1
227	1	6	91	0	20	161	0	1	0
227	1	13	94	0	20	161	0	1	0
227	2	11	58	0	20	161	0	1	1
227	2	10	63	0	20	161	0	1	1
228	1	3	96	0	20	161	0	1	0
228	1	14	1	0	20	161	0	1	0
228	2	4	78	0	20	161	0	1	1
228	2	8	71	0	20	161	0	1	1
229	1	5	20	0	20	161	0	1	0
229	1	15	12	0	20	161	0	1	0
229	2	1	87	0	20	161	0	1	1
229	2	12	82	0	20	161	0	1	1
230	1	7	29	0	20	161	0	1	0
230	1	9	39	0	20	161	0	1	0
230	2	13	94	0	20	161	0	1	1
230	2	6	91	0	20	161	0	1	1
231	1	2	50	0	20	161	0	1	0
231	1	11	58	0	20	161	0	1	0
231	2	14	1	0	20	161	0	1	1
231	2	3	96	0	20	161	0	1	1
232	1	10	63	0	20	161	0	1	0
232	1	8	71	0	20	161	0	1	0
232	2	15	12	0	20	161	0	1	1
232	2	5	20	0	20	161	0	1	1
233	1	12	82	0	20	161	0	1	0
233	1	4	78	0	20	161	0	1	0
233	2	7	29	0	20	161	0	1	1
233	2	9	39	0	20	161	0	1	1
234	1	6	91	0	20	161	0	1	0
234	1	1	87	0	20	161	0	1	0
234	2	11	58	0	20	161	0	1	1
234	2	2	50	0	20	161	0	1	1
235	1	3	96	0	20	161	0	1	0
235	1	13	94	0	20	161	0	1	0
235	2	10	63	0	20	161	0	1	1
235	2	8	71	0	20	161	0	1	1
236	1	15	12	0	20	161	0	1	0
236	1	14	1	0	20	161	0	1	0
236	2	12	82	0	20	161	0	1	1
236	2	4	78	0	20	161	0	1	1
237	1	7	29	0	20	161	0	1	0
237	1	5	20	0	20	161	0	1	0
237	2	1	87	0	20	161	0	1	1
237	2	6	91	0	20	161	0	1	1
238	1	2	50	0	20	161	0	1	0
238	1	9	39	0	20	161	0	1	0
238	2	3	96	0	20	161	0	1	1
238	2	13	94	0	20	161	0	1	1
239	1	10	63	0	20	161	0	1	0
239	1	11	58	0	20	161	0	1	0
239	2	14	1	0	20	161	0	1	1
239	2	15	12	0	20	161	0	1	1
240	1	8	71	0	20	161	0	1	0
240	1	4	78	0	20	161	0	1	0
240	2	7	29	0	20	161	0	1	1
240	2	5	20	0	20	161	0	1	1
241	1	1	87	0	20	161	0	1	0
241	1	12	82	0	20	161	0	1	0
241	2	9	39	0	20	161	0	1	1
241	2	2	50	0	20	161	0	1	1
242	1	6	91	0	20	161	0	1	0
242	1	13	94	0	20	161	0	1	0
242	2	11	58	0	20	161	0	1	1
242	2	10	63	0	20	161	0	1	1
243	1	3	96	0	20	161	0	1	0
243	1	14	1	0	20	161	0	1	0
243	2	4	78	0	20	161	0	1	1
243	2	8	71	0	20	161	0	1	1
244	1	5	20	0	20	161	0	1	0
244	1	15	12	0	20	161	0	1	0
244	2	1	87	0	20	161	0	1	1
244	2	12	82	0	20	161	0	1	1
245	1	7	29	0	20	161	0	1	0
245	1	9	39	0	20	161	0	1	0
245	2	13	94	0	20	161	0	1	1
245	2	6	91	0	20	161	0	1	1
246	1	2	50	0	20	161	0	1	0
246	1	11	58	0	20	161	0	1	0
246	2	14	1	0	20	161	0	1	1
246	2	3	96	0	20	161	0	1	1
247	1	10	63	0	20	161	0	1	0
247	1	8	71	0	20	161	0	1	0
247	2	15	12	0	20	161	0	1	1
247	2	5	20	0	20	161	0	1	1
248	1	12	82	0	20	161	0	1	0
248	1	4	78	0	20	161	0	1	0
248	2	7	29	0	20	161	0	1	1
248	2	9	39	0	20	161	0	1	1
249	1	6	91	0	20	161	0	1	0
249	1	1	87	0	20	161	0	1	0
249	2	11	58	0	20	161	0	1	1
249	2	2	50	0	20	161	0	1	1
250	1	3	96	0	20	161	0	1	0
250	1	13	94	0	20	161	0	1	0
250	2	10	63	0	20	161	0	1	1
250	2	8	71	0	20	161	0	1	1
251	1	15	12	0	20	161	0	1	0
251	1	14	1	0	20	161	0	1	0
251	2	12	82	0	20	161	0	1	1
251	2	4	78	0	20	161	0	1	1
252	1	7	29	0	20	161	0	1	0
252	1	5	20	0	20	161	0	1	0
252	2	1	87	0	20	161	0	1	1
252	2	6	91	0	20	161	0	1	1
253	1	2	50	0	20	161	0	1	0
253	1	9	39	0	20	161	0	1	0
253	2	3	96	0	20	161	0	1	1
253	2	13	94	0	20	161	0	1	1
254	1	10	63	0	20	161	0	1	0
254	1	11	58	0	20	161	0	1	0
254	2	14	1	0	20	161	0	1	1
254	2	15	12	0	20	161	0	1	1
255	1	8	71	0	20	161	0	1	0
255	1	4	78	0	20	161	0	1	0
255	2	7	29	0	20	161	0	1	1
255	2	5	20	0	20	161	0	1	1
256	1	1	87	0	20	161	0	1	0
256	1	12	82	0	20	161	0	1	0
256	2	9	39	0	20	161	0	1	1
256	2	2	50	0	20	161	0	1	1
257	1	6	91	0	20	161	0	1	0
257	1	13	94	0	20	161	0	1	0
257	2	11	58	0	20	161	0	1	1
257	2	10	63	0	20	161	0	1	1
258	1	3	96	0	20	161	0	1	0
258	1	14	1	0	20	161	0	1	0
258	2	4	78	0	20	161	0	1	1
258	2	8	71	0	20	161	0	1	1
259	1	5	20	0	20	161	0	1	0
259	1	15	12	0	20	161	0	1	0
259	2	1	87	0	20	161	0	1	1
259	2	12	82	0	20	161	0	1	1
260	1	7	29	0	20	161	0	1	0
260	1	9	39	0	20	161	0	1	0
260	2	13	94	0	20	161	0	1	1
260	2	6	91	0	20	161	0	1	1
261	1	2	50	0	20	161	0	1	0
261	1	11	58	0	20	161	0	1	0
261	2	14	1	0	20	161	0	1	1
261	2	3	96	0	20	161	0	1	1
262	1	10	63	0	20	161	0	1	0
262	1	8	71	0	20	161	0	1	0
262	2	15	12	0	20	161	0	1	1
262	2	5	20	0	20	161	0	1	1
263	1	12	82	0	20	161	0	1	0
263	1	4	78	0	20	161	0	1	0
263	2	7	29	0	20	161	0	1	1
263	2	9	39	0	20	161	0	1	1
264	1	6	91	0	20	161	0	1	0
264	1	1	87	0	20	161	0	1	0
264	2	11	58	0	20	161	0	1	1
264	2	2	50	0	20	161	0	1	1
265	1	3	96	0	20	161	0	1	0
265	1	13	94	0	20	161	0	1	0
265	2	10	63	0	20	161	0	1	1
265	2	8	71	0	20	161	0	1	1
266	1	15	12	0	20	161	0	1	0
266	1	14	1	0	20	161	0	1	0
266	2	12	82	0	20	161	0	1	1
266	2	4	78	0	20	161	0	1	1
267	1	7	29	0	20	161	0	1	0
267	1	5	20	0	20	161	0	1	0
267	2	1	87	0	20	161	0	1	1
267	2	6	91	0	20	161	0	1	1
268	1	2	50	0	20	161	0	1	0
268	1	9	39	0	20	161	0	1	0
268	2	3	96	0	20	161	0	1	1
268	2	13	94	0	20	161	0	1	1
269	1	10	63	0	20	161	0	1	0
269	1	11	58	0	20	161	0	1	0
269	2	14	1	0	20	161	0	1	1
269	2	15	12	0	20	161	0	1	1
270	1	8	71	0	20	161	0	1	0
270	1	4	78	0	20	161	0	1	0
270	2	7	29	0	20	161	0	1	1
270	2	5	20	0	20	161	0	1	1
271	1	1	87	0	20	161	0	1	0
271	1	12	82	0	20	161	0	1	0
271	2	9	39	0	20	161	0	1	1
271	2	2	50	0	20	161	0	1	1
272	1	6	91	0	20	161	0	1	0
272	1	13	94	0	20	161	0	1	0
272	2	11	58	0	20	161	0	1	1
272	2	10	63	0	20	161	0	1	1
273	1	3	96	0	20	161	0	1	0
273	1	14	1	0	20	161	0	1	0
273	2	4	78	0	20	161	0	1	1
273	2	8	71	0	20	161	0	1	1
274	1	5	20	0	20	161	0	1	0
274	1	15	12	0	20	161	0	1	0
274	2	1	87	0	20	161	0	1	1
274	2	12	82	0	20	161	0	1	1
275	1	7	29	0	20	161	0	1	0
275	1	9	39	0	20	161	0	1	0
275	2	13	94	0	20	161	0	1	1
275	2	6	91	0	20	161	0	1	1
276	1	2	50	0	20	161	0	1	0
276	1	11	58	0	20	161	0	1	0
276	2	14	1	0	20	161	0	1	1
276	2	3	96	0	20	161	0	1	1
277	1	10	63	0	20	161	0	1	0
277	1	8	71	0	20	161	0	1	0
277	2	15	12	0	20	161	0	1	1
277	2	5	20	0	20	161	0	1	1
278	1	12	82	0	20	161	0	1	0
278	1	4	78	0	20	161	0	1	0
278	2	7	29	0	20	161	0	1	1
278	2	9	39	0	20	161	0	1	1
279	1	6	91	0	20	161	0	1	0
279	1	1	87	0	20	161	0	1	0
279	2	11	58	0	20	161	0	1	1
279	2	2	50	0	20	161	0	1	1
280	1	3	96	0	20	161	0	1	0
280	1	13	94	0	20	161	0	1	0
280	2	10	63	0	20	161	0	1	1
280	2	8	71	0	20	161	0	1	1
281	1	15	12	0	20	161	0	1	0
281	1	14	1	0	20	161	0	1	0
281	2	12	82	0	20	161	0	1	1
281	2	4	78	0	20	161	0	1	1
282	1	7	29	0	20	161	0	1	0
282	1	5	20	0	20	161	0	1	0
282	2	1	87	0	20	161	0	1	1
282	2	6	91	0	20	161	0	1	1
283	1	2	50	0	20	161	0	1	0
283	1	9	39	0	20	161	0	1	0
283	2	3	96	0	20	161	0	1	1
283	2	13	94	0	20	161	0	1	1
284	1	10	63	0	20	161	0	1	0
284	1	11	58	0	20	161	0	1	0
284	2	14	1	0	20	161	0	1	1
284	2	15	12	0	20	161	0	1	1
285	1	8	71	0	20	161	0	1	0
285	1	4	78	0	20	161	0	1	0
285	2	7	29	0	20	161	0	1	1
285	2	5	20	0	20	161	0	1	1
286	1	1	87	0	20	161	0	1	0
286	1	12	82	0	20	161	0	1	0
286	2	9	39	0	20	161	0	1	1
286	2	2	50	0	20	161	0	1	1
287	1	6	91	0	20	161	0	1	0
287	1	13	94	0	20	161	0	1	0
287	2	11	58	0	20	161	0	1	1
287	2	10	63	0	20	161	0	1	1
288	1	3	96	0	20	161	0	1	0
288	1	14	1	0	20	161	0	1	0
288	2	4	78	0	20	161	0	1	1
288	2	8	71	0	20	161	0	1	1
289	1	5	20	0	20	161	0	1	0
289	1	15	12	0	20	161	0	1	0
289	2	1	87	0	20	161	0	1	1
289	2	12	82	0	20	161	0	1	1
290	1	7	29	0	20	161	0	1	0
290	1	9	39	0	20	161	0	1	0
290	2	13	94	0	20	161	0	1	1
290	2	6	91	0	20	161	0	1	1
291	1	2	50	0	20	161	0	1	0
291	1	11	58	0	20	161	0	1	0
291	2	14	1	0	20	161	0	1	1
291	2	3	96	0	20	161	0	1	1
292	1	10	63	0	20	161	0	1	0
292	1	8	71	0	20	161	0	1	0
292	2	15	12	0	20	161	0	1	1
292	2	5	20	0	20	161	0	1	1
293	1	12	82	0	20	161	0	1	0
293	1	4	78	0	20	161	0	1	0
293	2	7	29	0	20	161	0	1	1
293	2	9	39	0	20	161	0	1	1
294	1	6	91	0	20	161	0	1	0
294	1	1	87	0	20	161	0	1	0
294	2	11	58	0	20	161	0	1	1
294	2	2	50	0	20	161	0	1	1
295	1	3	96	0	20	161	0	1	0
295	1	13	94	0	20	161	0	1	0
295	2	10	63	0	20	161	0	1	1
295	2	8	71	0	20	161	0	1	1
296	1	15	12	0	20	161	0	1	0
296	1	14	1	0	20	161	0	1	0
296	2	12	82	0	20	161	0	1	1
296	2	4	78	0	20	161	0	1	1
297	1	7	29	0	20	161	0	1	0
297	1	5	20	0	20	161	0	1	0
297	2	1	87	0	20	161	0	1	1
297	2	6	91	0	20	161	0	1	1
298	1	2	50	0	20	161	0	1	0
298	1	9	39	0	20	161	0	1	0
298	2	3	96	0	20	161	0	1	1
298	2	13	94	0	20	161	0	1	1
299	1	10	63	0	20	161	0	1	0
299	1	11	58	0	20	161	0	1	0
299	2	14	1	0	20	161	0	1	1
299	2	15	12	0	20	161	0	1	1
300	1	8	71	0	20	161	0	1	0
300	1	4	78	0	20	161	0	1	0
300	2	7	29	0	20	161	0	1	1
300	2	5	20	0	20	161	0	1	1
301	1	1	87	0	20	161	0	1	0
301	1	12	82	0	20	161	0	1	0
301	2	9	39	0	20	161	0	1	1
301	2	2	50	0	20	161	0	1	1
302	1	6	91	0	20	161	0	1	0
302	1	13	94	0	20	161	0	1	0
302	2	11	58	0	20	161	0	1	1
302	2	10	63	0	20	161	0	1	1
303	1	3	96	0	20	161	0	1	0
303	1	14	1	0	20	161	0	1	0
303	2	4	78	0	20	161	0	1	1
303	2	8	71	0	20	161	0	1	1
304	1	5	20	0	20	161	0	1	0
304	1	15	12	0	20	161	0	1	0
304	2	1	87	0	20	161	0	1	1
304	2	12	82	0	20	161	0	1	1
305	1	7	29	0	20	161	0	1	0
305	1	9	39	0	20	161	0	1	0
305	2	13	94	0	20	161	0	1	1
305	2	6	91	0	20	161	0	1	1
306	1	2	50	0	20	161	0	1	0
306	1	11	58	0	20	161	0	1	0
306	2	14	1	0	20	161	0	1	1
306	2	3	96	0	20	161	0	1	1
307	1	10	63	0	20	161	0	1	0
307	1	8	71	0	20	161	0	1	0
307	2	15	12	0	20	161	0	1	1
307	2	5	20	0	20	161	0	1	1
308	1	12	82	0	20	161	0	1	0
308	1	4	78	0	20	161	0	1	0
308	2	7	29	0	20	161	0	1	1
308	2	9	39	0	20	161	0	1	1
309	1	6	91	0	20	161	0	1	0
309	1	1	87	0	20	161	0	1	0
309	2	11	58	0	20	161	0	1	1
309	2	2	50	0	20	161	0	1	1
310	1	3	96	0	20	161	0	1	0
310	1	13	94	0	20	161	0	1	0
310	2	10	63	0	20	161	0	1	1
310	2	8	71	0	20	161	0	1	1
311	1	15	12	0	20	161	0	1	0
311	1	14	1	0	20	161	0	1	0
311	2	12	82	0	20	161	0	1	1
311	2	4	78	0	20	161	0	1	1
312	1	7	29	0	20	161	0	1	0
312	1	5	20	0	20	161	0	1	0
312	2	1	87	0	20	161	0	1	1
312	2	6	91	0	20	161	0	1	1
313	1	2	50	0	20	161	0	1	0
313	1	9	39	0	20	161	0	1	0
313	2	3	96	0	20	161	0	1	1
313	2	13	94	0	20	161	0	1	1
314	1	10	63	0	20	161	0	1	0
314	1	11	58	0	20	161	0	1	0
314	2	14	1	0	20	161	0	1	1
314	2	15	12	0	20	161	0	1	1
315	1	8	71	0	20	161	0	1	0
315	1	4	78	0	20	161	0	1	0
315	2	7	29	0	20	161	0	1	1
315	2	5	20	0	20	161	0	1	1
316	1	1	87	0	20	161	0	1	0
316	1	12	82	0	20	161	0	1	0
316	2	9	39	0	20	161	0	1	1
316	2	2	50	0	20	161	0	1	1
317	1	6	91	0	20	161	0	1	0
317	1	13	94	0	20	161	0	1	0
317	2	11	58	0	20	161	0	1	1
317	2	10	63	0	20	161	0	1	1
318	1	3	96	0	20	161	0	1	0
318	1	14	1	0	20	161	0	1	0
318	2	4	78	0	20	161	0	1	1
318	2	8	71	0	20	161	0	1	1
319	1	5	20	0	20	161	0	1	0
319	1	15	12	0	20	161	0	1	0
319	2	1	87	0	20	161	0	1	1
319	2	12	82	0	20	161	0	1	1
320	1	7	29	0	20	161	0	1	0
320	1	9	39	0	20	161	0	1	0
320	2	13	94	0	20	161	0	1	1
320	2	6	91	0	20	161	0	1	1
321	1	2	50	0	20	161	0	1	0
321	1	11	58	0	20	161	0	1	0
321	2	14	1	0	20	161	0	1	1
321	2	3	96	0	20	161	0	1	1
322	1	10	63	0	20	161	0	1	0
322	1	8	71	0	20	161	0	1	0
322	2	15	12	0	20	161	0	1	1
322	2	5	20	0	20	161	0	1	1
323	1	12	82	0	20	161	0	1	0
323	1	4	78	0	20	161	0	1	0
323	2	7	29	0	20	161	0	1	1
323	2	9	39	0	20	161	0	1	1
324	1	6	91	0	20	161	0	1	0
324	1	1	87	0	20	161	0	1	0
324	2	11	58	0	20	161	0	1	1
324	2	2	50	0	20	161	0	1	1
325	1	3	96	0	20	161	0	1	0
325	1	13	94	0	20	161	0	1	0
325	2	10	63	0	20	161	0	1	1
325	2	8	71	0	20	161	0	1	1
326	1	15	12	0	20	161	0	1	0
326	1	14	1	0	20	161	0	1	0
326	2	12	82	0	20	161	0	1	1
326	2	4	78	0	20	161	0	1	1
327	1	7	29	0	20	161	0	1	0
327	1	5	20	0	20	161	0	1	0
327	2	1	87	0	20	161	0	1	1
327	2	6	91	0	20	161	0	1	1
328	1	2	50	0	20	161	0	1	0
328	1	9	39	0	20	161	0	1	0
328	2	3	96	0	20	161	0	1	1
328	2	13	94	0	20	161	0	1	1
329	1	10	63	0	20	161	0	1	0
329	1	11	58	0	20	161	0	1	0
329	2	14	1	0	20	161	0	1	1
329	2	15	12	0	20	161	0	1	1
330	1	8	71	0	20	161	0	1	0
330	1	4	78	0	20	161	0	1	0
330	2	7	29	0	20	161	0	1	1
330	2	5	20	0	20	161	0	1	1
331	1	1	87	0	20	161	0	1	0
331	1	12	82	0	20	161	0	1	0
331	2	9	39	0	20	161	0	1	1
331	2	2	50	0	20	161	0	1	1
332	1	6	91	0	20	161	0	1	0
332	1	13	94	0	20	161	0	1	0
332	2	11	58	0	20	161	0	1	1
332	2	10	63	0	20	161	0	1	1
333	1	3	96	0	20	161	0	1	0
333	1	14	1	0	20	161	0	1	0
333	2	4	78	0	20	161	0	1	1
333	2	8	71	0	20	161	0	1	1
334	1	5	20	0	20	161	0	1	0
334	1	15	12	0	20	161	0	1	0
334	2	1	87	0	20	161	0	1	1
334	2	12	82	0	20	161	0	1	1
335	1	7	29	0	20	161	0	1	0
335	1	9	39	0	20	161	0	1	0
335	2	13	94	0	20	161	0	1	1
335	2	6	91	0	20	161	0	1	1
336	1	2	50	0	20	161	0	1	0
336	1	11	58	0	20	161	0	1	0
336	2	14	1	0	20	161	0	1	1
336	2	3	96	0	20	161	0	1	1
337	1	10	63	0	20	161	0	1	0
337	1	8	71	0	20	161	0	1	0
337	2	15	12	0	20	161	0	1	1
337	2	5	20	0	20	161	0	1	1
338	1	12	82	0	20	161	0	1	0
338	1	4	78	0	20	161	0	1	0
338	2	7	29	0	20	161	0	1	1
338	2	9	39	0	20	161	0	1	1
339	1	6	91	0	20	161	0	1	0
339	1	1	87	0	20	161	0	1	0
339	2	11	58	0	20	161	0	1	1
339	2	2	50	0	20	161	0	1	1
340	1	3	96	0	20	161	0	1	0
340	1	13	94	0	20	161	0	1	0
340	2	10	63	0	20	161	0	1	1
340	2	8	71	0	20	161	0	1	1
341	1	15	12	0	20	161	0	1	0
341	1	14	1	0	20	161	0	1	0
341	2	12	82	0	20	161	0	1	1
341	2	4	78	0	20	161	0	1	1
342	1	7	29	0	20	161	0	1	0
342	1	5	20	0	20	161	0	1	0
342	2	1	87	0	20	161	0	1	1
342	2	6	91	0	20	161	0	1	1
343	1	2	50	0	20	161	0	1	0
343	1	9	39	0	20	161	0	1	0
343	2	3	96	0	20	161	0	1	1
343	2	13	94	0	20	161	0	1	1
344	1	10	63	0	20	161	0	1	0
344	1	11	58	0	20	161	0	1	0
344	2	14	1	0	20	161	0	1	1
344	2	15	12	0	20	161	0	1	1
345	1	8	71	0	20	161	0	1	0
345	1	4	78	0	20	161	0	1	0
345	2	7	29	0	20	161	0	1	1
345	2	5	20	0	20	161	0	1	1
346	1	1	87	0	20	161	0	1	0
346	1	12	82	0	20	161	0	1	0
346	2	9	39	0	20	161	0	1	1
346	2	2	50	0	20	161	0	1	1
347	1	6	91	0	20	161	0	1	0
347	1	13	94	0	20	161	0	1	0
347	2	11	58	0	20	161	0	1	1
347	2	10	63	0	20	161	0	1	1
348	1	3	96	0	20	161	0	1	0
348	1	14	1	0	20	161	0	1	0
348	2	4	78	0	20	161	0	1	1
348	2	8	71	0	20	161	0	1	1
349	1	5	20	0	20	161	0	1	0
349	1	15	12	0	20	161	0	1	0
349	2	1	87	0	20	161	0	1	1
349	2	12	82	0	20	161	0	1	1
350	1	7	29	0	20	161	0	1	0
350	1	9	39	0	20	161	0	1	0
350	2	13	94	0	20	161	0	1	1
350	2	6	91	0	20	161	0	1	1
351	1	2	50	0	20	161	0	1	0
351	1	11	58	0	20	161	0	1	0
351	2	14	1	0	20	161	0	1	1
351	2	3	96	0	20	161	0	1	1
352	1	10	63	0	20	161	0	1	0
352	1	8	71	0	20	161	0	1	0
352	2	15	12	0	20	161	0	1	1
352	2	5	20	0	20	161	0	1	1
353	1	12	82	0	20	161	0	1	0
353	1	4	78	0	20	161	0	1	0
353	2	7	29	0	20	161	0	1	1
353	2	9	39	0	20	161	0	1	1
354	1	6	91	0	20	161	0	1	0
354	1	1	87	0	20	161	0	1	0
354	2	11	58	0	20	161	0	1	1
354	2	2	50	0	20	161	0	1	1
355	1	3	96	0	20	161	0	1	0
355	1	13	94	0	20	161	0	1	0
355	2	10	63	0	20	161	0	1	1
355	2	8	71	0	20	161	0	1	1
356	1	15	12	0	20	161	0	1	0
356	1	14	1	0	20	161	0	1	0
356	2	12	82	0	20	161	0	1	1
356	2	4	78	0	20	161	0	1	1
357	1	7	29	0	20	161	0	1	0
357	1	5	20	0	20	161	0	1	0
357	2	1	87	0	20	161	0	1	1
357	2	6	91	0	20	161	0	1	1
358	1	2	50	0	20	161	0	1	0
358	1	9	39	0	20	161	0	1	0
358	2	3	96	0	20	161	0	1	1
358	2	13	94	0	20	161	0	1	1
359	1	10	63	0	20	161	0	1	0
359	1	11	58	0	20	161	0	1	0
359	2	14	1	0	20	161	0	1	1
359	2	15	12	0	20	161	0	1	1
360	1	8	71	0	20	161	0	1	0
360	1	4	78	0	20	161	0	1	0
360	2	7	29	0	20	161	0	1	1
360	2	5	20	0	20	161	0	1	1
361	1	1	87	0	20	161	0	1	0
361	1	12	82	0	20	161	0	1	0
361	2	9	39	0	20	161	0	1	1
361	2	2	50	0	20	161	0	1	1
362	1	6	91	0	20	161	0	1	0
362	1	13	94	0	20	161	0	1	0
362	2	11	58	0	20	161	0	1	1
362	2	10	63	0	20	161	0	1	1
363	1	3	96	0	20	161	0	1	0
363	1	14	1	0	20	161	0	1	0
363	2	4	78	0	20	161	0	1	1
363	2	8	71	0	20	161	0	1	1
364	1	5	20	0	20	161	0	1	0
364	1	15	12	0	20	161	0	1	0
364	2	1	87	0	20	161	0	1	1
364	2	12	82	0	20	161	0	1	1
365	1	7	29	0	20	161	0	1	0
365	1	9	39	0	20	161	0	1	0
365	2	13	94	0	20	161	0	1	1
365	2	6	91	0	20	161	0	1	1
366	1	2	50	0	20	161	0	1	0
366	1	11	58	0	20	161	0	1	0
366	2	14	1	0	20	161	0	1	1
366	2	3	96	0	20	161	0	1	1
367	1	10	63	0	20	161	0	1	0
367	1	8	71	0	20	161	0	1	0
367	2	15	12	0	20	161	0	1	1
367	2	5	20	0	20	161	0	1	1
368	1	12	82	0	20	161	0	1	0
368	1	4	78	0	20	161	0	1	0
368	2	7	29	0	20	161	0	1	1
368	2	9	39	0	20	161	0	1	1
369	1	6	91	0	20	161	0	1	0
369	1	1	87	0	20	161	0	1	0
369	2	11	58	0	20	161	0	1	1
369	2	2	50	0	20	161	0	1	1
370	1	3	96	0	20	161	0	1	0
370	1	13	94	0	20	161	0	1	0
370	2	10	63	0	20	161	0	1	1
370	2	8	71	0	20	161	0	1	1
371	1	15	12	0	20	161	0	1	0
371	1	14	1	0	20	161	0	1	0
371	2	12	82	0	20	161	0	1	1
371	2	4	78	0	20	161	0	1	1
372	1	7	29	0	20	161	0	1	0
372	1	5	20	0	20	161	0	1	0
372	2	1	87	0	20	161	0	1	1
372	2	6	91	0	20	161	0	1	1
373	1	2	50	0	20	161	0	1	0
373	1	9	39	0	20	161	0	1	0
373	2	3	96	0	20	161	0	1	1
373	2	13	94	0	20	161	0	1	1
374	1	10	63	0	20	161	0	1	0
374	1	11	58	0	20	161	0	1	0
374	2	14	1	0	20	161	0	1	1
374	2	15	12	0	20	161	0	1	1
375	1	8	71	0	20	161	0	1	0
375	1	4	78	0	20	161	0	1	0
375	2	7	29	0	20	161	0	1	1
375	2	5	20	0	20	161	0	1	1
376	1	1	87	0	20	161	0	1	0
376	1	12	82	0	20	161	0	1	0
376	2	9	39	0	20	161	0	1	1
376	2	2	50	0	20	161	0	1	1
377	1	6	91	0	20	161	0	1	0
377	1	13	94	0	20	161	0	1	0
377	2	11	58	0	20	161	0	1	1
377	2	10	63	0	20	161	0	1	1
378	1	3	96	0	20	161	0	1	0
378	1	14	1	0	20	161	0	1	0
378	2	4	78	0	20	161	0	1	1
378	2	8	71	0	20	161	0	1	1
379	1	5	20	0	20	161	0	1	0
379	1	15	12	0	20	161	0	1	0
379	2	1	87	0	20	161	0	1	1
379	2	12	82	0	20	161	0	1	1
380	1	7	29	0	20	161	0	1	0
380	1	9	39	0	20	161	0	1	0
380	2	13	94	0	20	161	0	1	1
380	2	6	91	0	20	161	0	1	1
381	1	2	50	0	20	161	0	1	0
381	1	11	58	0	20	161	0	1	0
381	2	14	1	0	20	161	0	1	1
381	2	3	96	0	20	161	0	1	1
382	1	10	63	0	20	161	0	1	0
382	1	8	71	0	20	161	0	1	0
382	2	15	12	0	20	161	0	1	1
382	2	5	20	0	20	161	0	1	1
383	1	12	82	0	20	161	0	1	0
383	1	4	78	0	20	161	0	1	0
383	2	7	29	0	20	161	0	1	1
383	2	9	39	0	20	161	0	1	1
384	1	6	91	0	20	161	0	1	0
384	1	1	87	0	20	161	0	1	0
384	2	11	58	0	20	161	0	1	1
384	2	2	50	0	20	161	0	1	1
385	1	3	96	0	20	161	0	1	0
385	1	13	94	0	20	161	0	1	0
385	2	10	63	0	20	161	0	1	1
385	2	8	71	0	20	161	0	1	1
386	1	15	12	0	20	161	0	1	0
386	1	14	1	0	20	161	0	1	0
386	2	12	82	0	20	161	0	1	1
386	2	4	78	0	20	161	0	1	1
387	1	7	29	0	20	161	0	1	0
387	1	5	20	0	20	161	0	1	0
387	2	1	87	0	20	161	0	1	1
387	2	6	91	0	20	161	0	1	1
388	1	2	50	0	20	161	0	1	0
388	1	9	39	0	20	161	0	1	0
388	2	3	96	0	20	161	0	1	1
388	2	13	94	0	20	161	0	1	1
389	1	10	63	0	20	161	0	1	0
389	1	11	58	0	20	161	0	1	0
389	2	14	1	0	20	161	0	1	1
389	2	15	12	0	20	161	0	1	1
390	1	8	71	0	20	161	0	1	0
390	1	4	78	0	20	161	0	1	0
390	2	7	29	0	20	161	0	1	1
390	2	5	20	0	20	161	0	1	1
391	1	1	87	0	20	161	0	1	0
391	1	12	82	0	20	161	0	1	0
391	2	9	39	0	20	161	0	1	1
391	2	2	50	0	20	161	0	1	1
392	1	6	91	0	20	161	0	1	0
392	1	13	94	0	20	161	0	1	0
392	2	11	58	0	20	161	0	1	1
392	2	10	63	0	20	161	0	1	1
393	1	3	96	0	20	161	0	1	0
393	1	14	1	0	20	161	0	1	0
